COD_CURSO;NUM_VERSAO;DESCR_ESTRUTURA;COD_DISCIPLINA;NOME_UNIDADE;NOME_DISCIPLINA;PERIODO_IDEAL;TIPO_DISCIPLINA;CH_TOTAL;SITUACAO_VERSAO;;;NUM_HORAS
21A;2019;Trabalho de Conclusão de Curso 1;CI1258;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO I EM INTERAÇÃO HUMANO-COMPUTADOR;7;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 1;CI1260;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 1 EM PROCESSAMENTO DE IMAGENS;7;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1071;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM ENGENHARIA DE SOFTWARE;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1073;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM BANCOS DE DADOS;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1075;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM REDES DE COMPUTADORES;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1077;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM ADMINISTRAÇÃO DE INFORMÁTICA;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1079;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM COMPUTAÇÃO GRÁFICA;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1081;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM INTELIGÊNCIA ARTIFICIAL;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1083;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1099;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM INFORMÁTICA NA EDUCAÇÃO;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1251;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM ALGORITMOS E GRAFOS;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1253;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM TEORIA DA COMPUTAÇÃO;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1255;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM SISTEMAS DIGITAIS;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1257;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM SISTEMAS OPERACIONAIS;8;Obrigatória;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1259;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM INTERAÇÃO HUMANO-COMPUTADOR;8;Optativa;150;ATIVA
21A;2019;Trabalho de Conclusão de Curso 2;CI1261;Curso de Ciência da Computação - Bacharelado;TRABALHO DE CONCLUSÃO DE CURSO 2 EM PROCESSAMENTO DE IMAGENS;8;Optativa;150;ATIVA
